track_artist,n_tracks,n_albums,playlist_reach,n_genres,n_subgenres,avg_popularity,max_popularity,std_popularity,latest_release,dominant_genre,dominant_subgenre,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,days_since_release,recency_score,campaign_lift_score,relevance_grade,artist_id
Damien Rice,3,2,1,1,1,62.333333333333336,67,4.04145188432738,2006-11-06,r&b,urban contemporary,0.44333333333333336,0.20766666666666667,-14.737333333333334,0.03236666666666666,0.6306666666666666,0.00015476666666666667,0.18246666666666667,0.20976666666666666,139.05166666666665,4823,0.07035466461063994,-1.4238599048821963,1,Damien Rice
Dan + Shay,9,4,9,4,6,79.22222222222223,91,15.943476548245192,2019-10-04,pop,dance pop,0.6014444444444444,0.6333333333333333,-5.347333333333334,0.038788888888888894,0.2118888888888889,0.0,0.20977777777777776,0.43533333333333335,107.52388888888889,108,0.7716701902748414,0.9192323186834297,7,Dan + Shay
Dan Auerbach,2,1,2,2,2,44.0,44,0.0,2009-02-23,rap,classic rock,0.601,0.901,-8.414,0.0463,0.00912,0.256,0.264,0.934,77.742,3983,0.08394664213431463,0.06333235714728674,4,Dan Auerbach
Dan Hill,2,2,2,1,2,30.5,61,43.1335136523794,2006-06-12,rock,album rock,0.5894999999999999,0.346,-11.0235,0.03755,0.6935,2.18e-06,0.08460000000000001,0.28500000000000003,119.39150000000001,4970,0.06841611996251172,-0.6060758800180557,3,Dan Hill
DaniLeigh,3,3,3,2,3,73.33333333333333,78,4.509249752822896,2019-12-20,r&b,hip hop,0.8653333333333334,0.4243333333333334,-8.380666666666666,0.2313333333333333,0.14100000000000001,0.0,0.0948,0.5640000000000001,109.661,31,0.9217171717171717,0.6509025730344108,7,DaniLeigh
Daniel Caesar,27,7,9,2,3,67.22222222222223,79,7.566796565020775,2019-06-28,r&b,neo soul,0.5043703703703704,0.37400000000000005,-9.777037037037038,0.060529629629629635,0.6613666666666667,0.0009362788888888888,0.13503333333333334,0.31734814814814816,97.0452962962963,206,0.6392294220665499,1.5309220076549637,9,Daniel Caesar
Daniel Johnson,6,1,1,1,1,7.0,10,2.8284271247461903,2011-04-04,r&b,neo soul,0.5361666666666667,0.589,-8.928833333333333,0.13581666666666667,0.36966666666666664,0.0,0.19145,0.4486666666666667,108.04316666666666,3213,0.10201229737283399,-0.659829559361615,3,Daniel Johnson
Daniel Powter,5,3,3,3,3,50.8,76,27.197426348829403,2010-12-02,rock,album rock,0.5678,0.7128,-4.610799999999999,0.03226,0.5650000000000001,0.066664212,0.2172,0.43760000000000004,142.01119999999997,3336,0.09862199405566062,1.035235633459517,8,Daniel Powter
Daniela Darcourt,2,2,2,1,1,60.5,62,2.1213203435596424,2019-05-31,latin,tropical,0.6745000000000001,0.747,-5.323499999999999,0.0343,0.249,1.355e-06,0.2221,0.5715,91.75649999999999,234,0.6093489148580968,1.0180433195353116,7,Daniela Darcourt
Danilo Parra,3,2,1,1,1,11.0,18,6.244997998398398,2014-10-20,latin,latin pop,0.7306666666666667,0.9540000000000001,-3.7603333333333335,0.08633333333333333,0.12793333333333334,3.6933333333333337e-06,0.16446666666666665,0.9423333333333334,113.02066666666667,1918,0.15987735435830047,0.24091473192431745,5,Danilo Parra
Danna Paola,2,2,2,1,1,75.0,81,8.48528137423857,2019-10-25,latin,latin pop,0.7144999999999999,0.7095,-3.7864999999999998,0.1109,0.11660000000000001,2.62e-06,0.28,0.5435,137.9145,87,0.8075221238938053,-0.37425892126642024,2,Danna Paola
Dannic,10,9,7,2,3,26.4,53,13.43461532344298,2019-08-23,edm,progressive electro house,0.6057,0.9248,-3.5025,0.10564,0.0719781,0.2124524,0.34645,0.288,127.4989,150,0.7087378640776699,-0.1914309163056928,4,Dannic
Danny Boone,10,2,1,1,1,28.4,46,8.934328302800509,2015-03-03,rap,southern hip hop,0.5852999999999999,0.6789,-5.6997,0.04083,0.06813,0.0,0.17779,0.6019,111.75540000000001,1784,0.16984644020474637,-1.5025970429027709,0,Danny Boone
Danny Brown,5,3,3,2,3,53.8,60,6.723094525588644,2019-10-04,r&b,hip pop,0.6852,0.8092,-6.2696,0.20163999999999999,0.14636,6.14e-05,0.12069999999999999,0.612,107.24479999999998,108,0.7716701902748414,0.7514517577135484,8,Danny Brown
Danny Howard,2,2,2,1,2,28.5,46,24.748737341529164,2019-08-30,edm,electro house,0.651,0.946,-5.969,0.0407,0.0006585,0.9295,0.21844999999999998,0.47150000000000003,124.0015,143,0.718503937007874,-0.964568528384113,2,Danny Howard
Danny Ocean,13,6,10,1,3,54.53846153846154,77,30.99090023597084,2019-10-25,latin,latin pop,0.7631538461538461,0.7258461538461538,-6.618307692307692,0.10776923076923077,0.2185692307692308,0.0,0.07341538461538462,0.41815384615384615,106.48692307692308,87,0.8075221238938053,1.096015747669632,7,Danny Ocean
Dante Klein,2,2,2,2,2,49.5,51,2.1213203435596424,2019-01-11,edm,electropop,0.685,0.7324999999999999,-3.3395,0.06925,0.12050000000000001,2.565e-06,0.113,0.35250000000000004,113.4705,374,0.4939106901217862,1.7261789955070794,9,Dante Klein
Dardan,3,3,2,1,2,44.0,76,37.322915213043046,2020-01-10,rap,gangster rap,0.7599999999999999,0.7516666666666666,-5.768,0.20056666666666664,0.319,0.0,0.14066666666666666,0.459,132.72566666666668,10,0.9733333333333333,0.342647707342101,5,Dardan
Darell,6,3,6,2,4,76.5,80,6.442049363362562,2019-12-06,latin,reggaeton,0.8205,0.595,-6.548000000000001,0.2374666666666667,0.24483333333333335,0.00014356000000000001,0.11451666666666667,0.6305,155.80266666666668,45,0.8902439024390244,1.8710074350371164,9,Darell
Dark Polo Gang,2,2,1,1,1,65.0,67,2.8284271247461903,2019-11-26,rap,trap,0.888,0.5820000000000001,-7.127000000000001,0.2485,0.221,0.00085,0.0766,0.35600000000000004,125.4835,55,0.8690476190476191,0.7325769392511118,7,Dark Polo Gang
Daryl Hall & John Oates,3,3,3,2,3,66.0,70,4.0,2001-01-23,rock,album rock,0.615,0.5026666666666667,-10.207333333333333,0.08773333333333333,0.30133333333333334,0.04570466666666667,0.2548666666666667,0.7036666666666666,138.03,6936,0.049993151623065335,0.205204710730674,6,Daryl Hall & John Oates
Das EFX,3,3,1,1,1,52.666666666666664,58,6.806859285554045,1995-09-26,rap,southern hip hop,0.809,0.5833333333333334,-10.764666666666665,0.26866666666666666,0.04695,2.34e-05,0.2257,0.6,95.57433333333331,8882,0.03947226127392668,-0.026497835354019887,4,Das EFX
Dash Berlin,9,5,3,2,2,34.0,48,8.986100377805714,2018-04-20,edm,progressive electro house,0.5287777777777778,0.8468888888888889,-3.378222222222222,0.05071111111111111,0.05685588888888889,0.0001762733333333333,0.24643333333333337,0.23255555555555554,128.20833333333334,640,0.36318407960199006,0.05658592425608089,5,Dash Berlin
Dav the Ninja,2,1,1,1,1,39.5,44,6.363961030678928,2019-01-05,rap,trap,0.7195,0.6295,-9.241,0.0915,0.1201,0.643,0.256,0.28800000000000003,110.0115,380,0.48993288590604034,0.4381040290584661,6,Dav the Ninja
Davai,5,3,4,2,2,56.2,60,5.3572380943915485,2019-09-20,pop,dance pop,0.7485999999999999,0.7336,-6.022,0.10880000000000001,0.27946,0.0,0.1392,0.5788,100.4288,122,0.7494866529774128,2.1076519800583977,9,Davai
Dave,7,6,4,1,2,71.85714285714286,79,4.775931721614517,2019-11-07,rap,hip hop,0.8585714285714285,0.606,-7.136285714285714,0.244,0.14877142857142858,1.0114285714285715e-06,0.14594285714285715,0.62,130.46642857142857,74,0.8314350797266514,1.536220349178284,9,Dave
Dave Hollister,4,3,3,1,3,18.25,47,19.551214796017153,2010-10-25,r&b,neo soul,0.683,0.6052500000000001,-5.12425,0.064,0.035625000000000004,4.475e-07,0.07552500000000001,0.5165,91.4545,3374,0.09761968440759561,-0.46139465545527164,4,Dave Hollister
Dave Knud,3,3,1,1,1,36.333333333333336,47,10.066445913694334,2019-07-05,edm,electro house,0.7399999999999999,0.637,-8.048666666666668,0.06393333333333333,0.18009,0.4838,0.0917,0.298,123.31866666666667,199,0.6471631205673759,-1.294818457368657,1,Dave Knud
Dave Mak,3,3,3,1,2,24.0,34,8.717797887081348,2019-12-27,edm,big room,0.6436666666666667,0.9916666666666667,-2.5436666666666667,0.20626666666666668,0.0022533333333333333,0.496,0.4046666666666667,0.22633333333333336,136.05833333333334,24,0.9383033419023137,-0.249194082529637,4,Dave Mak
Dave Nazza,2,1,1,2,2,29.0,29,0.0,2019-11-08,edm,hip pop,0.801,0.762,-5.875,0.0475,0.1,0.0,0.206,0.391,110.014,73,0.8333333333333334,0.7204330213925687,7,Dave Nazza
Davi,4,4,1,1,1,40.5,53,8.962886439832502,2019-09-27,latin,tropical,0.7827500000000001,0.5505,-5.82575,0.10265,0.30175,0.00038827,0.22039999999999998,0.549,133.7405,115,0.7604166666666667,0.7086456998345853,6,Davi
David Banner,5,4,3,1,1,17.0,55,24.899799195977465,2017-05-19,rap,southern hip hop,0.776,0.8056000000000001,-5.177,0.21208,0.037242000000000004,0.0,0.0897,0.7334,149.094,976,0.2721849366144668,-0.38346185930129667,3,David Banner
David Bisbal,8,7,5,2,2,58.125,71,21.12167133538442,2020-01-02,latin,latin pop,0.63,0.692625,-5.321375,0.0776875,0.3340375,0.0,0.1346625,0.5583750000000001,120.295625,18,0.9530026109660574,1.5623288773980426,8,David Bisbal
David Blanco,2,1,1,1,1,11.5,12,0.7071067811865476,2009-09-21,r&b,urban contemporary,0.654,0.756,-4.334,0.0316,0.1834,0.00013,0.3295,0.624,99.9945,3773,0.08820686321894634,-0.7717330906208306,3,David Blanco
David Bowie,27,17,13,1,4,41.77777777777778,74,21.571586249817916,2016-11-11,rock,permanent wave,0.5267037037037037,0.6807777777777778,-10.16325925925926,0.04064814814814815,0.12055707407407407,0.046922589629629634,0.2247851851851852,0.6035185185185185,126.02714814814816,1165,0.238562091503268,1.3424658292173792,9,David Bowie
David Gray,2,2,2,2,2,55.5,66,14.849242404917497,2019-03-08,r&b,neo soul,0.47050000000000003,0.291,-11.3295,0.0323,0.7364999999999999,0.0304654,0.23199999999999998,0.372,168.418,318,0.5344070278184481,-0.06078291129006724,5,David Gray
David Guetta,109,51,50,4,11,53.92660550458716,79,21.154942694503983,2020-01-17,edm,progressive electro house,0.6161009174311927,0.8131376146788991,-4.236,0.07667064220183485,0.07447999082568807,0.06339243513761468,0.2314183486238532,0.4130605504587156,127.95702752293579,3,0.9918478260869564,3.8278563700467165,9,David Guetta
David Lee Roth,3,2,3,1,2,52.0,55,5.196152422706632,1988-01-26,rock,album rock,0.6013333333333333,0.818,-5.298666666666667,0.04003333333333334,0.1586,0.0,0.47090000000000004,0.395,128.74866666666665,11682,0.030297999501950695,0.31953219025602475,7,David Lee Roth
David Tort,2,2,1,1,1,17.5,20,3.5355339059327378,2011-03-20,edm,progressive electro house,0.7775,0.7975,-5.7095,0.09825,0.0020337,0.36215,0.652,0.486,127.47399999999999,3228,0.10158641803506818,-3.315587255814118,0,David Tort
Daxten,2,1,1,1,1,3.0,4,1.4142135623730951,2018-08-03,latin,tropical,0.6795,0.577,-10.3505,0.04965,0.23945,0.8845,0.307,0.26349999999999996,105.4985,535,0.40555555555555556,-1.459494725770103,0,Daxten
Daya,8,7,7,2,4,46.875,75,27.320518192115504,2019-05-17,pop,indie poptimism,0.680125,0.749875,-4.298500000000001,0.1376,0.1055625,0.0012769200000000002,0.2337375,0.450375,135.41925,248,0.5954323001631322,-2.3330027375846605,0,Daya
Dayglow,2,2,2,2,2,48.5,72,33.23401871576773,2018-09-28,pop,indie poptimism,0.641,0.842,-7.27,0.0292,0.132,0.91,0.419,0.5,129.98,479,0.43246445497630337,-1.6150919125409677,0,Dayglow
Dayvi,3,1,2,2,3,83.0,83,0.0,2018-12-28,edm,electro house,0.745,0.972,-3.506,0.0774,0.00903,0.465,0.297,0.556,128.031,388,0.48472775564409026,1.574167691847048,9,Dayvi
Dbstf,2,2,2,1,1,13.5,27,19.091883092036785,2016-04-07,edm,big room,0.672,0.9410000000000001,-0.986,0.042249999999999996,0.026099999999999998,0.05985,0.3375,0.318,129.0075,1383,0.20881006864988558,-0.4110073691786866,3,Dbstf
De Jeugd Van Tegenwoordig,5,4,2,2,2,25.4,55,27.898028604186354,2013-01-01,rap,southern hip hop,0.8026,0.594,-7.7376000000000005,0.15772000000000003,0.007882,0.0004704,0.20329999999999998,0.6448,126.0174,2575,0.12414965986394558,-1.583236137686754,0,De Jeugd Van Tegenwoordig
De La Ghetto,6,6,5,2,3,58.333333333333336,66,8.115828156551041,2020-01-17,latin,reggaeton,0.8068333333333334,0.73,-4.962166666666667,0.1687,0.11431666666666668,1.2616666666666667e-06,0.19628333333333334,0.5141666666666667,98.74533333333333,3,0.9918478260869564,0.571511155559059,6,De La Ghetto
De Vet Du,2,2,1,1,1,1.0,1,0.0,2015-04-23,edm,big room,0.81,0.6395,-7.237,0.2545,0.07875,0.000458,0.2216,0.3125,104.99950000000001,1733,0.17397521448999048,-0.21706048082258111,4,De Vet Du
"DeCarlos ""COS"" Waller",2,2,1,1,1,17.5,21,4.949747468305833,2019-01-19,r&b,urban contemporary,0.542,0.41300000000000003,-9.422,0.087,0.2495,0.0,0.07335,0.3201,156.944,366,0.4993160054719562,-1.5980075039692594,0,"DeCarlos ""COS"" Waller"
Dean Lewis,6,4,3,1,2,68.0,83,10.972693379476164,2019-03-22,r&b,urban contemporary,0.5176666666666666,0.5723333333333334,-7.823833333333333,0.04011666666666667,0.454,2.1666666666666667e-07,0.09681666666666666,0.32,133.52366666666666,304,0.5455904334828101,2.265616768497796,9,Dean Lewis
Deante' Hitchcock,2,2,2,1,2,53.5,60,9.192388155425117,2019-11-05,r&b,neo soul,0.6154999999999999,0.7749999999999999,-5.0205,0.23199999999999998,0.3326,0.00021,0.165,0.614,104.47,76,0.8276643990929705,0.48765296235598754,7,Deante' Hitchcock
Death Cab for Cutie,2,2,2,2,2,40.5,48,10.606601717798213,2005-08-29,r&b,album rock,0.40599999999999997,0.6535,-6.1705000000000005,0.02895,0.11881249999999999,1.3895000000000002e-05,0.2475,0.44199999999999995,145.11599999999999,5257,0.06492351476342939,-0.3920337488258083,4,Death Cab for Cutie
Death Grips,2,1,1,2,2,58.0,58,0.0,2012-04-20,pop,dance pop,0.57,0.993,-3.757,0.337,0.00628,0.00796,0.0876,0.405,87.0,2831,0.1142052565707134,1.5372550266879401,8,Death Grips
Deauxnuts,3,3,2,1,1,50.333333333333336,58,7.505553499465136,2019-12-19,rap,hip hop,0.709,0.326,-11.208333333333334,0.24466666666666667,0.31266666666666665,0.782,0.128,0.5003333333333333,111.84633333333333,32,0.9193954659949621,-0.12050871935488866,4,Deauxnuts
Debbie Deb,3,2,1,1,1,15.333333333333334,46,26.558112382722786,2013-11-28,latin,latin hip hop,0.8029999999999999,0.7623333333333333,-9.209333333333333,0.06336666666666667,0.089455,0.10739666666666665,0.1795,0.7573333333333334,124.55066666666666,2244,0.1399003449597547,-1.6869340210956416,0,Debbie Deb
Debra Killings,6,2,1,1,1,5.0,8,2.0976176963403033,2008-01-01,r&b,neo soul,0.5136666666666666,0.5265,-8.138,0.18176666666666666,0.22179000000000001,2.3666666666666668e-05,0.2132333333333333,0.5448333333333334,100.15716666666667,4402,0.07656807216278581,-1.8317757831742674,0,Debra Killings
Debórah Bond,2,1,1,1,1,22.0,22,0.0,2011-07-17,r&b,neo soul,0.6385000000000001,0.6695,-5.6145,0.0742,0.387,0.0024525,0.1202,0.479,86.51849999999999,3109,0.10506620610247552,-0.9963887735599255,2,Debórah Bond
Deca,2,2,1,1,1,41.5,44,3.5355339059327378,2017-10-24,r&b,hip pop,0.739,0.7995,-5.9755,0.282,0.413,0.0011871,0.09965,0.6845,104.1575,818,0.30853761622992393,-1.147907406406239,1,Deca
Declain,3,2,3,1,2,33.0,34,1.7320508075688772,2019-12-06,edm,progressive electro house,0.36933333333333335,0.7753333333333333,-4.803333333333334,0.05993333333333334,0.011813333333333334,0.021494666666666662,0.21166666666666667,0.13399999999999998,127.539,45,0.8902439024390244,-0.48726323199629595,3,Declain
Declan McKenna,3,1,1,1,1,59.0,68,9.0,2017-07-21,pop,indie poptimism,0.49033333333333334,0.7916666666666666,-5.984333333333333,0.032933333333333335,0.05397,2.6113333333333333e-05,0.3233333333333333,0.38433333333333336,126.47933333333333,913,0.2856025039123631,-0.5035296944177186,2,Declan McKenna
DeejaVu,2,2,1,1,1,20.5,21,0.7071067811865476,2019-11-29,edm,big room,0.6699999999999999,0.6835,-10.139,0.2395,0.30485,0.00443,0.2962,0.2195,128.0285,52,0.8752997601918464,0.25860727110851955,6,DeejaVu
Deekey,2,2,2,1,2,34.0,46,16.97056274847714,2019-08-23,edm,big room,0.542,0.9105,-2.9515000000000002,0.0475,0.030655,0.0276,0.17620000000000002,0.39699999999999996,125.382,150,0.7087378640776699,-0.07013704636305856,5,Deekey
Deemz,2,1,2,1,2,61.0,61,0.0,2019-12-16,rap,hip hop,0.784,0.755,-6.581,0.134,0.528,0.0,0.276,0.645,145.066,35,0.9125000000000001,0.7150420488793903,7,Deemz
Deep Chills,12,10,3,3,3,42.25,60,10.75449166204944,2019-12-06,latin,tropical,0.78475,0.6565833333333333,-6.642,0.08836666666666666,0.21746666666666667,0.00030335333333333334,0.23249166666666665,0.5845833333333333,120.90675,45,0.8902439024390244,0.3081478847162867,5,Deep Chills
Deep Jandu,3,3,1,1,1,53.666666666666664,60,9.29157324317757,2019-12-13,rap,hip hop,0.636,0.665,-5.301666666666667,0.30233333333333334,0.14593333333333333,0.0,0.33866666666666667,0.6856666666666666,152.2363333333333,38,0.9057071960297767,0.5694436105156135,6,Deep Jandu
Deep Purple,14,8,12,1,3,52.42857142857143,75,20.927399359596595,2017-04-07,rock,classic rock,0.5187142857142857,0.6976428571428571,-8.827,0.03872857142857143,0.12579364285714287,0.15850883142857142,0.12192857142857143,0.6021428571428571,122.90535714285714,1018,0.26391901663051337,1.062982160523803,9,Deep Purple
Deeparture,4,3,1,1,1,31.75,37,3.862210075418822,2019-12-13,edm,progressive electro house,0.56725,0.7887500000000001,-9.04575,0.0411,0.10914,0.6985,0.179625,0.27075,120.76050000000001,38,0.9057071960297767,-1.3178660329164114,1,Deeparture
Deerhunter,2,1,1,2,2,56.0,56,0.0,2010-09-27,pop,dance pop,0.504,0.718,-7.202,0.039,0.219,0.503,0.257,0.418,73.984,3402,0.09689408016989647,-1.2374446438802387,1,Deerhunter
Def Jef,3,2,1,1,1,6.666666666666667,10,5.773502691896257,2012-01-01,r&b,new jack swing,0.8773333333333332,0.8436666666666667,-10.036333333333333,0.17689999999999997,0.15749333333333335,0.0006094000000000001,0.23413333333333333,0.7683333333333332,108.90433333333334,2941,0.1104053236539625,-0.03549329461020867,5,Def Jef
Def Leppard,26,10,9,2,4,46.65384615384615,74,22.3068461377978,2013-10-22,rock,album rock,0.49553846153846154,0.8587307692307693,-6.371884615384616,0.051080769230769235,0.011567615384615386,0.054348786538461535,0.23545,0.5636153846153846,111.35642307692306,2281,0.1379440665154951,-0.042449848809701596,5,Def Leppard
Deine Lakaien,2,2,1,1,1,0.0,0,0.0,2005-01-01,pop,electropop,0.617,0.8725,-6.031499999999999,0.0659,0.5255,0.000598,0.255,0.354,124.99600000000001,5497,0.06226543841692255,-2.566508043298515,0,Deine Lakaien
Deitrick Haddon,15,2,1,1,1,22.466666666666665,46,8.373996030797336,2011-01-21,r&b,urban contemporary,0.6876666666666666,0.7427333333333334,-5.941533333333334,0.06597333333333334,0.04836133333333333,9.089599999999999e-05,0.22210666666666665,0.6243333333333333,123.29333333333334,3286,0.09997261024376884,-0.4708096976267137,4,Deitrick Haddon
Delayde,2,2,2,1,1,56.0,63,9.899494936611665,2018-07-16,rap,hip hop,0.677,0.291,-15.053,0.15675,0.7210000000000001,0.915,0.222,0.497,120.01150000000001,553,0.3976034858387799,-0.15922703345198203,4,Delayde
Delinquent Habits,14,5,3,2,2,31.071428571428573,51,15.588281030777752,2017-03-03,latin,gangster rap,0.7959285714285713,0.7546428571428571,-6.831642857142858,0.1636,0.023397300000000003,0.023589919285714283,0.25362142857142855,0.5802142857142857,98.99964285714285,1053,0.25740479548660083,-1.4343157486309321,0,Delinquent Habits
Dem Franchize Boyz,2,1,2,1,2,60.0,60,0.0,2006-01-01,rap,hip hop,0.886,0.62,-5.854,0.307,0.082,0.0,0.1,0.6,76.035,5132,0.0663998544660724,0.575138378326916,6,Dem Franchize Boyz
Demi Lovato,24,15,14,5,5,45.708333333333336,80,26.84817080104935,2017-12-15,pop,post-teen pop,0.5645,0.7629166666666666,-4.626083333333333,0.09120416666666666,0.04128516666666666,1.7733333333333332e-05,0.16417916666666668,0.5765833333333333,130.160625,766,0.32272325375773653,1.3516734573454365,8,Demi Lovato
Demun Jones,7,4,1,1,1,25.571428571428573,51,19.329227807107237,2018-06-29,rap,southern hip hop,0.6098571428571429,0.6768571428571429,-7.094285714285713,0.10011428571428571,0.22908571428571428,1.6e-07,0.21112857142857142,0.6094285714285714,133.65342857142858,570,0.39037433155080214,-0.4218208433954645,3,Demun Jones
Denine,4,1,1,1,1,0.0,0,0.0,2008-09-17,latin,latin hip hop,0.69875,0.79325,-11.1395,0.0445,0.066425,0.058826787500000005,0.1115,0.78525,125.50925,4142,0.08098513423563346,-0.9158914278032176,1,Denine
Deniz Koyu,6,5,6,1,3,34.5,58,18.886503117305754,2019-10-25,edm,big room,0.5601666666666666,0.908,-4.2331666666666665,0.04776666666666667,0.0019565,0.366657,0.2107,0.2775,125.665,87,0.8075221238938053,-0.9976287832377801,2,Deniz Koyu
Dennis DJ,7,7,1,1,1,61.142857142857146,67,7.668736780560656,2019-12-13,edm,pop edm,0.7865714285714286,0.7415714285714285,-3.939,0.2147857142857143,0.2652857142857143,0.00019520285714285713,0.08251428571428572,0.7485714285714286,143.05885714285714,38,0.9057071960297767,1.123290313006279,8,Dennis DJ
Dennis Lloyd,6,3,4,3,5,73.5,79,3.331666249791536,2019-06-07,latin,tropical,0.5288333333333334,0.6788333333333334,-5.9125000000000005,0.2492,0.14591666666666667,2.15e-06,0.15753333333333333,0.58305,87.31283333333333,227,0.6165540540540541,0.6119537172017855,6,Dennis Lloyd
Denzal Park,2,1,1,1,2,0.0,0,0.0,2013-03-08,edm,electro house,0.699,0.782,-2.757,0.0451,0.000748,0.855,0.078,0.378,126.996,2509,0.12700069589422408,-2.1740055521131083,0,Denzal Park
Deonna Martin,4,1,1,1,1,0.5,1,0.5773502691896257,2007-12-18,r&b,neo soul,0.52675,0.593,-5.563,0.091425,0.53425,2.4925e-06,0.1287,0.58225,100.2405,4416,0.07634386111692115,-1.09193411738753,2,Deonna Martin
Deorro,36,25,20,3,6,33.361111111111114,70,23.61616005774469,2020-01-17,edm,progressive electro house,0.7322222222222222,0.8788333333333332,-4.237777777777778,0.11864722222222222,0.030359444444444446,0.2629625022222222,0.27184166666666665,0.38941944444444443,129.63469444444445,3,0.9918478260869564,2.6531471329843628,9,Deorro
Depeche Mode,28,21,11,3,4,42.035714285714285,71,20.767642464780966,2014-11-17,rock,electropop,0.6464285714285715,0.7143571428571428,-8.925535714285713,0.03967857142857143,0.1874907142857143,0.1944657925,0.19174642857142857,0.6239107142857143,121.96092857142857,1890,0.16186252771618626,1.7428177183485816,9,Depeche Mode
Derek,3,3,2,1,1,55.333333333333336,57,1.5275252316519468,2019-10-04,rap,trap,0.88,0.6316666666666667,-7.137666666666665,0.17133333333333334,0.27423333333333333,0.03767143333333333,0.3353333333333333,0.46366666666666667,129.33866666666668,108,0.7716701902748414,1.7365420900755706,9,Derek
Derek & The Dominos,8,5,8,2,3,26.875,74,22.999611797966132,2007-10-09,rock,classic rock,0.409125,0.813125,-6.269125,0.0584375,0.5642499999999999,0.2915375,0.26499999999999996,0.45925,117.502,4486,0.07524221809936096,-0.7221169687411919,2,Derek & The Dominos
Derin Falana,2,1,1,1,1,27.5,30,3.5355339059327378,2015-08-24,r&b,urban contemporary,0.7745,0.5665,-5.8685,0.2285,0.0626,0.0,0.11,0.35850000000000004,90.13,1610,0.1848101265822785,-0.41010496583240796,4,Derin Falana
Dermot Kennedy,4,3,2,2,2,72.25,80,5.795112883571235,2019-10-04,r&b,urban contemporary,0.56825,0.698,-5.31925,0.1177,0.184225,8.925e-07,0.10455,0.331,152.36825,108,0.7716701902748414,1.4508978661472902,9,Dermot Kennedy
Derrick Ryan,2,1,2,2,2,30.0,30,0.0,2019-12-27,latin,hip pop,0.782,0.326,-12.198,0.0754,0.0585,8.69e-06,0.132,0.197,123.94,24,0.9383033419023137,-0.2057525444919886,3,Derrick Ryan
Des Rocs,4,2,2,1,3,42.0,43,2.0000000000000004,2019-11-22,rock,permanent wave,0.48175,0.73525,-5.327999999999999,0.12112500000000001,0.20695000000000002,0.0,0.169575,0.4945,137.79625,59,0.8608490566037735,0.09228568483488223,6,Des Rocs
Desaparecidos,2,1,1,1,2,44.0,44,0.0,2019-06-21,edm,electro house,0.733,0.962,-2.705,0.194,0.00288,0.0486,0.0397,0.484,127.998,213,0.6314878892733564,0.9944748117004965,8,Desaparecidos
Descemer Bueno,2,2,1,1,1,27.5,36,12.020815280171307,2014-07-22,r&b,urban contemporary,0.7295,0.628,-6.3045,0.04115,0.43200000000000005,0.0,0.21694999999999998,0.714,105.0495,2008,0.15381373788453434,-0.7574345684223363,3,Descemer Bueno
Desiigner,10,8,9,3,5,39.4,74,32.66394546489039,2017-04-03,rap,southern hip hop,0.6458,0.7333999999999999,-4.5398,0.30491999999999997,0.08256,2.3766000000000003e-05,0.28426999999999997,0.2895,137.00039999999998,1022,0.2631578947368421,-0.32077638328240465,3,Desiigner
Despotem,2,2,1,1,1,33.5,41,10.606601717798213,2020-01-17,rap,trap,0.493,0.542,-6.0375,0.0614,0.39549999999999996,0.0,0.1525,0.3455,81.055,3,0.9918478260869564,-0.7380038522585713,2,Despotem
Destiny Rogers,2,2,1,1,1,54.0,55,1.4142135623730951,2019-12-05,r&b,urban contemporary,0.6475,0.6385,-7.6419999999999995,0.09235,0.12465,9.95e-06,0.1513,0.5235000000000001,169.99,46,0.8880778588807786,0.8857621927173774,8,Destiny Rogers
Destiny's Child,7,4,5,2,4,69.71428571428571,76,6.600865744084524,2004-11-16,r&b,hip pop,0.6505714285714286,0.6538571428571428,-4.2255714285714285,0.14038571428571428,0.2532042857142857,0.00022460285714285714,0.1503857142857143,0.7167142857142857,113.31228571428571,5543,0.06178063642518619,0.6121248991926785,7,Destiny's Child
Destroyer,2,1,1,2,2,49.0,49,0.0,2011-01-25,pop,dance pop,0.647,0.721,-8.918,0.0341,0.0755,0.121,0.169,0.546,109.967,3282,0.1000822593912805,0.045172827265515164,5,Destroyer
Detroit Swindle,3,3,1,1,1,48.333333333333336,52,3.511884584284247,2018-05-28,edm,progressive electro house,0.762,0.781,-9.738,0.08836666666666666,0.0358,0.2045853333333333,0.49000000000000005,0.4346666666666667,115.00766666666668,602,0.37745604963805585,0.6235910885319187,7,Detroit Swindle
Devan,3,1,2,3,3,39.0,39,0.0,2020-01-10,edm,hip pop,0.709,0.758,-6.431,0.0446,0.0333,0.00855,0.12,0.467,94.986,10,0.9733333333333333,-0.021244712891463735,5,Devan
Devin The Dude,2,1,2,1,1,25.5,30,6.363961030678928,2013-08-15,rap,southern hip hop,0.7405,0.6765,-6.1114999999999995,0.14585,0.011905,0.04378,0.1716,0.46900000000000003,110.50999999999999,2349,0.13448784082535004,-0.060323338571050766,4,Devin The Dude
Dez Money,2,1,1,1,2,34.0,34,0.0,2019-08-09,rock,classic rock,0.543,0.818,-6.452,0.0464,0.00761,0.0115,0.0961,0.334,124.979,164,0.6899810964083176,0.04221597629485008,5,Dez Money
