track_artist,n_tracks,n_albums,playlist_reach,n_genres,n_subgenres,avg_popularity,max_popularity,std_popularity,latest_release,dominant_genre,dominant_subgenre,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,days_since_release,recency_score,campaign_lift_score,relevance_grade,artist_id
1PLAYY,2,1,2,2,2,55.0,55,0.0,2019-12-27,edm,gangster rap,0.874,0.496,-5.579,0.154,0.0498,0.0,0.294,0.129,145.977,24,0.9383033419023137,1.5626913644958036,9,1PLAYY
2 Chainz,14,10,11,3,6,48.785714285714285,74,23.729820808518458,2020-01-17,rap,southern hip hop,0.7635,0.6836428571428571,-4.9005,0.23220714285714286,0.1642357142857143,0.00013023214285714285,0.18349285714285712,0.4704214285714286,129.76157142857144,3,0.9918478260869564,1.5923224530708788,9,2 Chainz
21 Savage,15,6,8,3,6,73.26666666666667,83,19.3038362829282,2019-10-31,rap,gangster rap,0.8128,0.5934,-6.491333333333333,0.28994666666666663,0.08230466666666666,0.049689552,0.16828666666666667,0.36893333333333334,135.92659999999998,81,0.8183856502242152,0.830119722401786,7,21 Savage
24hrs,2,2,1,1,1,48.0,49,1.4142135623730951,2019-10-18,rap,trap,0.7335,0.6685,-6.109999999999999,0.0835,0.14625,2.4e-06,0.12,0.5585,122.4975,94,0.7952069716775598,0.5881390225106156,6,24hrs
24kGoldn,7,3,5,3,3,68.0,84,10.246950765959596,2019-11-22,r&b,urban contemporary,0.7434285714285715,0.6128571428571429,-5.513285714285715,0.15982857142857143,0.13808571428571428,2.1857142857142857e-07,0.12964285714285714,0.5051428571428571,142.72728571428573,59,0.8608490566037735,0.3679766327382227,6,24kGoldn
2Pac,65,21,12,2,4,37.15384615384615,77,29.70123670048878,2017-06-21,rap,gangster rap,0.7888923076923077,0.756476923076923,-5.445307692307693,0.1959876923076923,0.08351830769230768,0.00040919200000000006,0.23565538461538463,0.6611846153846155,103.71598461538461,943,0.2790519877675841,1.3345091227468573,8,2Pac
2STRANGE,2,2,2,2,2,34.5,45,14.849242404917497,2020-01-17,r&b,hip pop,0.596,0.6265000000000001,-4.6645,0.195,0.39,5.55e-07,0.1195,0.6154999999999999,63.245000000000005,3,0.9918478260869564,-0.13616088851961092,5,2STRANGE
2Scratch,2,2,2,1,1,47.5,56,12.020815280171307,2019-10-25,rap,gangster rap,0.5935,0.4585,-11.424,0.2225,0.3248,0.00099135,0.0983,0.21300000000000002,128.6375,87,0.8075221238938053,-0.16341605120227298,4,2Scratch
2nd Life,2,2,2,1,1,26.0,49,32.526911934581186,2019-10-11,rap,trap,0.5055000000000001,0.8705,-7.5489999999999995,0.13015,0.0146495,0.0333,0.2965,0.12009999999999998,148.19,101,0.7832618025751074,-0.9028731165624861,1,2nd Life
3 Doors Down,4,2,3,1,3,40.0,75,37.603191353926334,2007-01-01,rock,permanent wave,0.523,0.77925,-5.59975,0.032549999999999996,0.020477500000000003,2.0625e-05,0.133,0.48375,101.251,4767,0.0711223694466095,0.5890495031107633,8,3 Doors Down
3 Tenores,2,2,1,1,1,39.5,40,0.7071067811865476,2019-11-01,rap,trap,0.6905,0.505,-8.738,0.22749999999999998,0.3865,0.0,0.1245,0.4335,104.531,80,0.8202247191011236,-0.2573662831129469,3,3 Tenores
3030,2,2,1,1,1,47.5,48,0.7071067811865476,2019-10-17,r&b,hip pop,0.6839999999999999,0.63,-7.136,0.11789999999999999,0.2535,0.0,0.415,0.46599999999999997,121.44,95,0.7934782608695653,-0.16313052217573928,5,3030
38 Special,2,2,2,1,2,61.0,63,2.8284271247461903,2000-01-01,rock,album rock,0.487,0.694,-7.079,0.031,0.014835000000000001,0.00014265,0.0698,0.877,129.1245,7324,0.04747041227727923,-0.30739927025494274,4,38 Special
3LAU,12,9,9,3,6,37.583333333333336,63,24.912422360717713,2019-03-01,edm,progressive electro house,0.5685833333333333,0.7975833333333333,-4.397833333333334,0.0701,0.052507791666666664,0.06468445,0.27375,0.3081416666666667,119.106,325,0.5289855072463768,0.7350993228485144,7,3LAU
3OH!3,2,2,1,1,1,64.5,68,4.949747468305833,2010-06-25,pop,post-teen pop,0.7365,0.8009999999999999,-3.954,0.16720000000000002,0.010969999999999999,0.0,0.27449999999999997,0.6705,134.0165,3496,0.09453509453509452,0.7346738322761617,7,3OH!3
423kidk,3,1,1,1,1,19.0,29,8.660254037844387,2020-01-03,r&b,hip pop,0.6789999999999999,0.6373333333333333,-7.5793333333333335,0.08836666666666666,0.25170000000000003,4.404e-05,0.15843333333333334,0.319,100.99566666666665,17,0.955497382198953,-0.17251427106105277,5,423kidk
4FOXSAKE,2,1,1,1,2,28.0,28,0.0,2019-10-09,rock,classic rock,0.298,0.974,-3.935,0.0696,0.000264,7.11e-06,0.269,0.569,160.541,103,0.7799145299145299,-0.1811810880502303,4,4FOXSAKE
4Minute,2,2,1,1,1,0.0,0,0.0,2016-02-01,edm,pop edm,0.6100000000000001,0.916,-3.2245,0.21450000000000002,0.03246,3.155e-06,0.481,0.603,162.9885,1449,0.201212789415656,0.3987971868022939,6,4Minute
5 Seconds of Summer,17,11,14,4,7,73.6470588235294,84,12.698135574123604,2019-08-23,pop,post-teen pop,0.5966470588235294,0.7091764705882353,-4.338588235294118,0.20097058823529412,0.09517282352941175,1.5911764705882353e-06,0.14746470588235294,0.4241764705882353,134.22976470588236,150,0.7087378640776699,1.4340600398639238,8,5 Seconds of Summer
50 Cent,57,22,11,3,5,28.0,77,31.808017857137838,2017-03-31,rap,gangster rap,0.6933859649122808,0.7305789473684211,-4.429122807017544,0.29763859649122804,0.1556774210526316,0.0003630059649122807,0.17322807017543862,0.637578947368421,103.76119298245614,1025,0.26258992805755393,-0.2575654690721336,3,50 Cent
6LACK,17,5,4,1,1,50.23529411764706,77,23.53064335012089,2018-09-14,r&b,urban contemporary,0.6414705882352941,0.5015882352941177,-8.182294117647059,0.19114117647058823,0.3249394117647059,0.0013623129411764706,0.12763529411764707,0.24195882352941175,127.70776470588237,493,0.42540792540792544,-0.5806387128292234,3,6LACK
6cyclemind,3,3,1,1,1,55.666666666666664,58,3.214550253664317,2007-01-15,rock,classic rock,0.48133333333333334,0.6936666666666667,-5.807333333333333,0.03403333333333333,0.2866666666666666,4.933333333333333e-07,0.12466666666666666,0.5776666666666667,125.60566666666666,4753,0.07131692067213755,0.2549228772255985,6,6cyclemind
6ix9ine,11,7,6,3,5,21.454545454545453,70,23.86362770562613,2018-11-27,r&b,hip pop,0.7713636363636364,0.6806363636363636,-5.716727272727272,0.25694545454545453,0.13307999999999998,0.0,0.15818181818181817,0.4624545454545455,110.8610909090909,419,0.4655612244897959,0.6873413230973111,7,6ix9ine
6o,2,2,1,1,1,54.5,56,2.1213203435596424,2019-12-27,rap,trap,0.6234999999999999,0.585,-6.202,0.044649999999999995,0.2455,0.092778,0.2805,0.2175,83.266,24,0.9383033419023137,0.20663095556240205,5,6o
702,4,2,3,1,2,29.75,58,32.643273937111964,1999-01-01,r&b,new jack swing,0.7324999999999999,0.6545,-8.239749999999999,0.05585,0.09175,0.021525,0.172875,0.7885,102.635,7689,0.04531909610131612,-1.222964467839626,1,702
7apes,3,3,2,1,1,36.0,54,27.784887978899608,2019-11-20,rap,hip hop,0.823,0.3973333333333333,-10.326666666666666,0.10640000000000001,0.3136666666666667,0.7999999999999999,0.18636666666666668,0.6663333333333333,101.36900000000001,61,0.8568075117370891,-1.1149540140342589,1,7apes
8 Graves,2,2,1,1,1,43.5,59,21.920310216782973,2019-02-22,pop,electropop,0.599,0.838,-4.394,0.0809,0.12625,2.595e-06,0.467,0.479,130.117,332,0.5236728837876614,0.5128443615328039,6,8 Graves
88rising,5,3,3,2,2,54.8,71,26.696441710460217,2019-10-11,r&b,urban contemporary,0.6013999999999999,0.6236,-7.3566,0.11700000000000002,0.14932,0.006487651999999999,0.12454000000000001,0.27040000000000003,112.94680000000001,101,0.7832618025751074,1.0010684192032488,8,88rising
